HSLGOverallCumulativeGradePointAverage,HSLGMathematicsCumulativeGradePointAverage,CCENCRFLCollegeCode,CCENCRFLCourseMarkPoints,CCIsMultiCollege,CCTransferableUnitsAttempted,CCTransferableUnitsEarned,GPA_present,cc_first_course_success_ind,pre_alg_up11_c,alg_i_up11_c,alg_ii_up11_c,geo_up11_c,trig_up11_c,pre_calc_up11_c,calc_up11_c,stat_up11_c
3.58,3.48,576,2,1,17,17,1,1,0,0,1,1,0,0,0,0
3.52,3.2,571,3,1,42,134.99,1,1,0,0,1,1,0,0,0,0
2.52,1.67,576,2,1,65,49,1,1,0,0,0,0,0,0,0,0
2.71,1.23,572,0,1,118,76,0,0,0,0,0,1,0,0,0,0
2.9,1.5,571,3,1,30,30,0,1,0,0,0,0,0,0,0,0
3.37,2.35,571,3,1,62.5,50.5,0,1,0,0,0,1,0,0,0,0
2.95,3.18,576,0,0,25,6,1,0,0,1,1,1,0,0,0,0
NA,NA,572,4,0,58,58,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,78,71,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,13,13,0,1,0,0,0,0,0,0,0,0
2.37,1.55,571,0,1,NA,NA,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,75,75,0,1,0,0,0,0,0,0,0,0
3.23,3.75,576,3,1,59.5,52.5,0,1,0,1,0,1,0,0,0,0
NA,NA,572,2,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,0,47,47,0,1,0,0,0,0,0,0,0,0
3.75,3.73,572,4,1,74,73,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,15,15,0,1,0,0,0,0,0,0,0,0
2.8,2.11,571,3,1,4,4,1,1,0,0,0,1,0,0,0,0
NA,NA,572,0,1,46,34,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,21,11,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,69,158.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,92.5,92.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,20,20,0,0,0,0,0,0,0,0,0,0
2.87,2.68,572,2,1,86,56,0,1,0,1,0,0,0,0,0,0
NA,NA,571,0,1,47,33,0,0,0,0,0,0,0,0,0,0
3.2,1.7,571,4,1,8,8,1,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,84,80,0,1,0,0,0,0,0,0,0,0
2.99,2.1,571,0,1,36,29,0,0,0,0,0,1,0,0,0,0
NA,NA,571,3,1,81,74,0,1,0,0,0,0,0,0,0,0
2.65,2.63,572,2,1,99,77,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,1,90.5,88.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,80,171.99,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,46.5,46.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,0,113,200.49,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,73,73,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,3,3,0,0,0,0,0,0,0,0,0,0
2.69,2.2,572,3,1,31,17,1,1,0,1,1,1,0,0,0,0
NA,NA,571,0,0,70,70,0,0,0,0,0,0,0,0,0,0
3.62,3.55,572,3,1,68,68,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,96,96,0,1,0,0,0,0,0,0,0,0
3.15,1.95,572,1,1,24.5,121.49,1,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,17,17,0,1,0,0,1,0,0,0,0,0
NA,NA,572,4,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,60,47,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,91,81,0,1,0,0,0,0,0,0,0,0
2.58,2.28,571,0,1,101,80,1,0,0,0,1,1,0,0,0,0
2.72,2.48,576,0,1,21,11,1,0,0,1,1,0,0,0,0,0
NA,NA,571,3,1,90,90,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,58,57,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,41,137.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,68.5,47,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,44,44,0,1,0,0,0,0,0,0,0,0
3.17,2.22,571,4,1,31.5,31.5,1,1,0,0,0,1,0,0,0,0
3.29,2.9,576,3,1,52,52,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,39,39,0,1,0,0,0,0,0,0,0,0
2.59,2.54,572,2,1,21,113.99,1,1,0,1,1,1,0,0,0,0
3.34,3.57,571,4,1,45,45,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,98,89,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
3.33,2.85,572,4,1,26,26,1,1,0,0,0,1,0,0,0,0
NA,NA,572,3,1,68,68,0,1,0,0,0,0,0,0,0,0
3.39,2.68,571,4,1,38,38,1,1,0,0,1,1,0,0,0,0
2,NA,572,3,1,102,99,0,1,0,0,0,0,0,0,0,0
3.09,2.51,571,4,1,71.5,67.5,1,1,0,0,1,1,0,0,0,0
3.14,2.34,576,0,1,8,3,1,0,0,1,1,0,0,0,0,0
2.67,2.34,576,3,1,40,33,1,1,0,0,0,1,0,0,0,0
2.81,2.71,572,4,1,41,41,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,94,87,0,1,0,0,1,0,0,0,0,0
1.95,3.35,572,4,1,90,69,0,1,0,1,0,0,0,0,0,0
NA,NA,571,0,1,62,138.99,0,0,0,0,0,0,0,0,0,0
NA,NA,576,3,1,20,20,0,1,0,0,0,0,0,0,0,0
2.65,2.85,572,3,1,85,85,1,1,0,0,0,1,0,0,0,0
NA,NA,572,2,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,1,47,47,0,1,0,0,0,0,0,0,0,0
2.81,2.33,572,3,1,28,19,1,1,0,1,0,0,0,0,0,0
NA,NA,572,4,0,41,41,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,50,50,0,1,0,0,0,0,0,0,0,0
2.7,1.62,572,0,1,27,14,1,0,0,0,1,1,0,0,0,0
3.49,3.68,571,4,1,73,73,0,1,0,0,0,1,0,0,0,0
3,NA,572,4,1,79,52,0,1,0,0,0,0,0,0,0,0
3.1,3.17,571,0,1,26,18,1,0,0,0,1,1,0,0,0,0
3.28,3,572,3,1,17,17,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,94,186.99,0,1,0,0,0,0,0,0,0,0
2.92,1.71,572,2,1,77,59,1,1,0,0,1,1,0,0,0,0
2.91,3.5,571,0,1,12,2,1,0,0,1,1,1,0,0,0,0
2.97,2.9,576,2,1,47,44,1,1,0,1,0,1,0,0,0,0
NA,NA,572,4,1,49,45,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,70,70,0,1,0,0,0,0,0,0,0,0
3.61,3.51,571,4,1,46.5,143.49,1,1,0,0,1,1,0,0,0,0
3.16,2.6,572,3,1,63,63,1,1,0,0,1,0,0,0,0,0
NA,NA,571,2,1,78,171.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,20,20,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,13,0,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,1,50,46,0,0,0,0,0,0,0,0,0,0
2.89,2.18,572,4,1,63,63,0,1,0,0,0,1,0,0,0,0
3.63,3.35,571,2,1,110,110,0,1,0,0,0,0,0,0,0,0
4,NA,572,3,1,60,55,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,71,71,0,1,0,0,0,0,0,0,0,0
2.68,2.93,571,2,1,51.5,51.5,0,1,0,1,0,0,0,0,0,0
NA,NA,572,3,1,17,14,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,63,63,0,1,0,0,0,0,0,0,0,0
2.68,2.5,571,0,0,NA,NA,1,0,0,1,0,1,0,0,0,0
NA,NA,571,3,0,59,56,0,1,0,0,0,0,0,0,0,0
2.55,2,576,0,1,36,28,1,0,0,1,0,1,0,0,0,0
2.35,NA,572,0,1,22.5,4.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,0,34,19,0,0,0,0,0,0,0,0,0,0
3.38,2.78,572,2,1,41,41,1,1,0,1,1,0,0,0,0,0
3.14,2.84,572,2,1,87,273.98,1,1,0,1,1,1,0,0,0,0
3.43,1.93,572,2,1,60,60,1,1,0,0,1,1,0,0,0,0
2.66,2.05,572,2,1,81,65,1,1,0,1,1,1,0,0,0,0
NA,NA,572,4,1,71,167.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,0,62,59,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,27,23,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,0,83,79,0,1,0,0,0,0,0,0,0,0
2.96,2.84,572,3,1,40,40,1,1,0,1,1,1,0,0,0,0
2.98,1.8,572,4,1,44,44,1,1,0,1,0,0,0,0,0,0
2.02,0.85,572,0,1,92,164.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
3.82,4,571,3,1,83,179.99,0,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,53,53,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,111,85,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,69,66,0,1,0,0,0,0,0,0,0,0
3.25,3.12,571,4,1,53,53,1,1,0,0,1,1,0,0,0,0
3.29,3.25,571,4,1,60,60,1,1,0,0,1,0,0,0,0,0
NA,NA,571,3,1,40,37,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,112,602.95,0,1,0,0,0,0,0,0,0,0
2.9,1.65,572,0,1,40,24,0,0,0,0,0,1,0,0,0,0
2.89,2,571,4,1,35.5,19.5,1,1,0,0,1,0,0,0,0,0
NA,NA,572,0,0,14,14,0,0,0,0,0,0,0,0,0,0
2.87,NA,572,2,1,101,80,1,1,0,0,0,0,0,0,0,0
3.66,3,572,4,1,68,54,1,1,0,0,1,0,0,0,0,0
NA,NA,571,3,1,45,45,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,20,8,0,0,0,0,0,0,0,0,0,0
3.01,3,572,1,1,26,26,0,0,0,0,0,1,0,0,0,0
NA,NA,571,2,1,90,179.99,0,1,0,0,0,0,0,0,0,0
3.76,3.59,571,4,1,4,4,1,1,0,0,1,1,0,0,0,0
2.83,2.18,576,4,1,66,66,1,1,0,0,0,1,0,0,0,0
NA,NA,571,0,1,25,25,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,39,39,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,10,7,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,33,33,0,1,0,0,0,0,0,0,0,0
3.53,2.57,572,3,1,71,67,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,97,94,0,1,0,0,0,0,0,0,0,0
3.57,3.84,571,4,1,7,7,1,1,0,1,1,1,0,0,0,0
3.44,3.1,572,3,1,21,117.99,1,1,0,0,1,0,0,0,0,0
3.57,3.57,572,2,1,142,132,1,1,0,1,1,1,0,0,0,0
2.59,3.7,572,3,1,28,14,0,1,0,1,0,0,0,0,0,0
3.16,2.85,572,4,1,7,7,1,1,0,0,1,0,0,0,0,0
3.18,2.43,572,4,1,70,68,0,1,0,0,0,1,0,0,0,0
3.78,3.5,571,3,1,7,7,1,1,0,0,1,1,0,0,0,0
NA,NA,571,1,0,3,3,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,41,41,0,1,0,0,0,0,0,0,0,0
2.4,NA,572,4,1,64,256.98,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,36,32,0,1,0,0,0,0,0,0,0,0
3.47,3.26,576,2,1,74,74,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,84,81,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,0,46,43,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,7,7,0,1,0,0,0,0,0,0,0,0
2.89,2.85,572,2,1,93,69,0,1,0,1,0,0,0,0,0,0
NA,NA,571,2,1,62,62,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,18,18,0,0,0,0,0,0,0,0,0,0
3.57,3.17,571,3,1,64,159.99,1,1,0,0,1,1,0,0,0,0
2.18,3.08,571,0,1,39,27,1,0,0,0,0,1,0,0,0,0
2.95,2.13,571,0,1,37,21,1,0,0,0,0,1,0,0,0,0
0,NA,572,0,1,15,8,0,0,0,0,0,0,0,0,0,0
2.51,1.95,571,4,1,7,7,0,1,0,0,0,1,0,0,0,0
NA,NA,571,0,0,43,43,0,0,0,0,0,0,0,0,0,0
3.81,3.45,572,3,1,62,62,1,1,0,0,1,1,0,0,0,0
3.11,2.39,576,2,1,37,37,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,37,27,0,0,0,0,0,0,0,0,0,0
2.35,1.35,576,0,1,28,18,1,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,73,73,0,1,0,0,0,0,0,0,0,0
1.85,1.48,572,0,1,22,7,1,0,0,0,0,0,0,0,0,0
NA,NA,576,3,1,19,19,0,1,0,0,0,0,0,0,0,0
2.3,1.92,571,0,1,10,102.99,1,0,0,1,0,0,0,0,0,0
2.75,1.53,572,3,1,5,5,1,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,67,61,0,1,0,0,0,0,0,0,0,0
2.31,1.57,571,1,0,14,7,1,0,0,0,1,0,0,0,0,0
NA,NA,572,3,1,105.5,98.5,0,1,0,0,0,0,0,0,0,0
3.82,3,572,3,1,43,129.99,0,1,0,0,0,1,0,0,0,0
3.3,2.85,571,4,1,19,19,0,1,0,0,0,0,0,0,0,0
3.55,3.27,571,3,1,47,44,1,1,0,0,1,1,0,0,0,0
3.4,2.57,576,0,1,15,3,1,0,0,1,1,1,0,0,0,0
3.36,3,571,4,1,57.5,57.5,1,1,0,0,1,0,0,0,0,0
NA,NA,576,0,1,13,13,0,0,0,0,0,0,0,0,0,0
2.82,2.35,572,1,1,65,62,1,0,0,0,1,0,0,0,0,0
2.85,1.8,576,2,1,26,17,1,1,0,0,1,1,0,0,0,0
3.17,2,572,3,1,67,67,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,19,19,0,1,0,0,0,0,0,0,0,0
3.79,3.15,572,4,1,71,71,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,1,42,42,0,1,0,0,0,0,0,0,0,0
3.28,2.93,571,0,1,74,48,1,0,0,0,1,0,0,0,0,0
2.58,2.23,572,2,1,19,16,0,1,0,1,0,0,0,0,0,0
3.25,2.73,572,3,1,55,55,1,1,0,1,1,0,0,0,0,0
NA,NA,572,3,1,14,11,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,4,4,0,1,0,0,0,0,0,0,0,0
3.04,2.5,572,0,0,106,84,0,0,0,0,0,1,0,0,0,0
3.29,0.8,572,2,1,21,17,1,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,49,44,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,54,54,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,8,8,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,39,39,0,1,0,0,0,0,0,0,0,0
2.74,2.02,571,0,1,34,24,1,0,0,0,0,1,0,0,0,0
3.77,3.46,572,4,1,10,10,1,1,0,0,1,1,0,0,0,0
2.95,1.67,571,3,1,37,37,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,12,9,0,0,0,0,0,0,0,0,0,0
3.9,3.93,571,4,1,46,46,1,1,0,0,1,1,0,0,0,0
1.62,NA,572,2,1,94,84,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,83,66,0,0,0,0,0,0,0,0,0,0
3.22,2.43,571,3,1,70,66,1,1,0,0,0,1,0,0,0,0
NA,NA,572,2,0,17,17,0,1,0,0,0,0,0,0,0,0
3.57,3.13,576,4,1,41,41,1,1,0,0,0,1,0,0,0,0
3.26,2.73,576,4,1,63,63,1,1,0,0,1,1,0,0,0,0
3.21,3.07,572,3,1,70,70,1,1,0,0,1,1,0,0,0,0
3.02,2.5,572,0,1,39,23,1,0,0,0,1,0,0,0,0,0
NA,NA,572,4,1,7,7,0,1,0,0,0,0,0,0,0,0
2,NA,572,0,1,61,44,0,0,0,0,0,0,0,0,0,0
3.24,3.13,576,3,1,63,63,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,11,11,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,20,0,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
2.34,2.5,571,0,1,18,5,1,0,0,0,0,1,0,0,0,0
NA,NA,571,0,1,24,9,0,0,0,0,0,0,0,0,0,0
3.2,2.4,571,3,1,51,51,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,60,60,0,1,0,0,0,0,0,0,0,0
2.66,1.92,576,2,1,16,16,1,1,0,1,0,1,0,0,0,0
NA,NA,572,2,1,80,74,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,63,55,0,0,0,0,0,0,0,0,0,0
3.52,2.5,576,4,1,59,59,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,67,61,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,112,98,0,0,0,0,0,0,0,0,0,0
3.16,2.5,571,4,1,4,4,1,1,0,0,1,0,0,0,0,0
2.98,3.18,572,4,1,52,52,1,1,0,0,1,1,0,0,0,0
3.36,2.83,572,4,1,7,7,1,1,0,1,1,1,0,0,0,0
3.99,4,572,4,1,124,123,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,0,9,9,0,1,0,0,0,0,0,0,0,0
1.87,1.75,572,0,1,22,9,0,0,0,0,0,1,0,0,0,0
NA,NA,571,3,0,9,6,0,1,0,0,0,0,0,0,0,0
NA,NA,576,4,1,60,60,0,1,0,0,0,0,0,0,0,0
NA,NA,572,2,1,10,10,0,1,0,0,0,0,0,0,0,0
3.54,3.39,576,4,1,10,10,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,45,124.99,0,0,0,0,0,0,0,0,0,0
2.77,1.98,576,2,1,52,52,1,1,0,1,0,1,0,0,0,0
2.51,2.5,572,4,1,60,60,0,1,0,0,0,1,0,0,0,0
2.61,1.48,571,2,1,55,55,1,1,0,0,0,1,0,0,0,0
NA,NA,576,4,1,75,71,0,1,0,0,0,0,0,0,0,0
3.39,2.93,576,4,1,14,14,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,79,172.49,0,1,0,0,0,0,0,0,0,0
3.21,3.18,571,3,1,70,267.98,1,1,0,0,1,0,0,0,0,0
3.32,2.51,571,4,1,73.5,169.49,1,1,0,0,1,1,0,0,0,0
3.44,3.14,572,3,0,61,61,1,1,0,1,1,1,0,0,0,0
NA,NA,571,2,1,165.5,151,0,1,0,0,0,0,0,0,0,0
2.72,2,572,4,1,30,27,1,1,0,1,1,1,0,0,0,0
3.52,2.87,576,0,1,62,33,1,0,0,0,0,1,0,0,0,0
NA,NA,572,1,1,26,17,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,121,89,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,72,163.99,0,1,0,0,0,0,0,0,0,0
2.65,1.75,572,2,1,85,77,0,1,0,1,0,0,0,0,0,0
2.19,2.35,571,3,1,40,40,1,1,0,0,0,1,0,0,0,0
3.8,3.68,576,3,1,47,47,1,1,0,0,1,1,0,0,0,0
2.61,2.62,571,2,1,102,102,1,1,0,1,1,1,0,0,0,0
3.19,2.26,572,3,1,88,182.99,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,0,47,31,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,75,75,0,0,0,0,0,0,0,0,0,0
3.11,3.43,571,0,1,17,0,1,0,0,0,1,0,0,0,0,0
NA,NA,571,2,1,56,56,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,67,61,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,63,59,0,1,0,0,0,0,0,0,0,0
3.6,3.23,572,4,1,66,66,1,1,0,1,1,1,0,0,0,0
2.12,1.02,572,2,1,40,36,1,1,0,0,0,0,0,0,0,0
3.73,3.22,572,4,1,4,4,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,0,6,6,0,0,0,0,0,0,0,0,0,0
2.29,1.76,571,0,1,35,26,1,0,0,0,1,0,0,0,0,0
3.69,3,572,4,1,71,71,1,1,0,0,0,1,0,0,0,0
3.7,4,576,3,1,29,29,1,1,0,0,1,0,0,0,0,0
2.94,2.48,571,2,1,64,64,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,0,89,89,0,1,0,0,0,0,0,0,0,0
3.04,2.54,571,2,1,43,43,1,1,0,1,1,1,0,0,0,0
3.5,3,571,4,1,62,62,1,1,0,0,1,1,0,0,0,0
NA,NA,572,3,1,67,67,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,51,51,0,1,0,0,0,0,0,0,0,0
1.89,1.25,571,0,1,16,3,1,0,0,0,0,0,0,0,0,0
3.54,2.8,571,2,1,56,54,1,1,0,0,1,1,0,0,0,0
1.47,2.06,571,0,1,46,20,1,0,0,0,0,1,0,0,0,0
3.15,1.33,571,3,1,69,62,1,1,0,0,1,0,0,0,0,0
3.14,2.8,571,2,1,90,78,0,1,0,0,0,0,0,0,0,0
2.96,2.18,571,0,1,55,45,1,0,0,0,1,1,0,0,0,0
NA,NA,571,0,1,30,30,0,0,0,0,0,0,0,0,0,0
3.38,2.93,572,4,1,113,95,1,1,0,0,1,1,0,0,0,0
2.87,2.18,576,3,1,14,14,1,1,0,0,1,0,0,0,0,0
2.93,2.67,572,3,1,26,26,1,1,0,0,1,1,0,0,0,0
3.05,2.95,571,4,1,79,79,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,72,167.99,0,1,0,0,0,0,0,0,0,0
3.03,2.71,571,2,1,53,45,1,1,0,0,1,1,0,0,0,0
2.94,2,571,1,1,79,70,1,0,0,1,1,1,0,0,0,0
NA,NA,572,0,1,31,24,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,33,33,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,46,136.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,0,63,60,0,1,0,0,0,0,0,0,0,0
3.79,3.93,571,3,1,43,43,0,1,0,1,0,1,0,0,0,0
3.56,2.93,572,4,1,64,64,0,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,14,14,0,1,0,0,0,0,0,0,0,0
2.59,NA,572,2,1,67,63,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,22,22,0,1,0,0,0,0,0,0,0,0
3,3.43,571,2,1,64.5,61.5,1,1,0,0,1,1,0,0,0,0
3.63,3.5,572,4,1,64,64,0,1,0,0,0,1,0,0,0,0
3.77,3.35,571,2,1,62,62,0,1,0,0,1,0,0,0,0,0
NA,NA,571,2,0,91,80,0,1,0,0,0,0,0,0,0,0
3.05,2.1,572,3,1,70,70,1,1,0,0,0,1,0,0,0,0
NA,NA,571,0,0,61,43,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,13,13,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,10,7,0,1,0,0,0,0,0,0,0,0
2.74,NA,572,2,1,70,69,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,31,31,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,128.5,111.5,0,1,0,0,0,0,0,0,0,0
3.24,3.34,576,3,1,45,36,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,31,27,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,51,41,0,0,0,0,0,0,0,0,0,0
NA,NA,576,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
2.67,NA,572,4,1,80,80,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,13.5,13.5,0,1,0,0,0,0,0,0,0,0
3.57,3.23,572,0,1,14,10,1,0,0,0,1,1,0,0,0,0
2.89,2.85,572,3,1,97.5,90.5,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,0,34,31,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,38,24,0,0,0,0,0,0,0,0,0,0
2.53,1.83,572,2,0,98,90,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,0,64,55,0,1,0,0,0,0,0,0,0,0
2.65,3.86,571,4,1,29,25,1,1,0,0,0,1,0,0,0,0
3.64,3.27,576,4,1,61,61,1,1,0,0,1,1,0,0,0,0
3.01,2.4,572,3,1,31,31,0,1,0,0,0,1,0,0,0,0
NA,NA,572,4,1,55,55,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,82,53,0,1,0,0,0,0,0,0,0,0
2.13,0.7,571,0,1,75,56,0,0,0,0,0,0,0,0,0,0
3.69,3.68,571,4,1,68.5,163.49,1,1,0,1,1,1,0,0,0,0
3.24,2.73,571,4,1,77,77,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,116,112,0,1,0,0,0,0,0,0,0,0
NA,NA,572,1,1,81,62,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,30,13,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,59,154.99,0,1,0,0,0,0,0,0,0,0
2.97,2.35,576,0,1,56,49,1,0,0,0,1,0,0,0,0,0
2.45,1.88,571,2,0,78,72,1,1,0,0,0,1,0,0,0,0
3.26,2.18,571,3,1,88,85,1,1,0,0,1,1,0,0,0,0
3.38,2.98,571,4,1,22,17,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,60.5,60.5,0,1,0,0,0,0,0,0,0,0
2.6,1.46,571,0,1,51,39,1,0,0,0,1,0,0,0,0,0
NA,NA,572,3,1,67,67,0,1,0,0,0,0,0,0,0,0
3.3,1.78,571,1,1,49,30,1,0,0,0,0,0,0,0,0,0
2.44,2.35,576,0,1,14,4,1,0,0,1,1,0,0,0,0,0
3.45,2.98,576,2,1,64,61,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,0,29,29,0,1,0,0,0,0,0,0,0,0
2.92,1.47,576,3,1,101,82,1,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,13,9,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,51,51,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,0,52.5,52.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,39,39,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,56,149.99,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,65,54,0,0,0,0,0,0,0,0,0,0
3.6,3.6,572,4,1,58,58,1,1,0,1,1,1,0,0,0,0
